zone_id,hour_of_day,is_weekend,n_obs,mean_occupancy,mean_utilisation,mean_volume_kwh,mean_point_hours,max_utilisation
732,12,0,129,2.83333,0.188889,9.89858,1.40601,0.466667
732,13,0,129,2.82946,0.18863,9.39664,1.34238,0.4
732,14,0,129,2.72093,0.181395,8.53747,1.21964,0.4
732,15,0,129,2.5969,0.173127,7.94057,1.13437,0.4
732,16,0,129,2.49612,0.166408,7.67829,1.0969,0.4
732,17,0,129,2.5814,0.172093,7.42506,1.06072,0.4
732,18,0,129,2.42636,0.161757,6.41667,0.916667,0.4
732,19,0,129,2.20155,0.14677,4.90181,0.700258,0.4
732,20,0,129,2.06977,0.137985,4.18734,0.598191,0.333333
732,21,0,129,1.9845,0.1323,3.74419,0.534884,0.333333
732,22,0,129,2,0.133333,3.92054,0.560078,0.266667
732,23,0,129,1.98062,0.132041,3.57235,0.510336,0.333333
732,0,1,52,1.98077,0.132051,2.71474,0.387821,0.333333
732,1,1,52,1.86538,0.124359,2.7484,0.392628,0.266667
732,2,1,52,1.96154,0.130769,3.01763,0.43109,0.266667
732,3,1,52,1.94231,0.129487,2.91667,0.416667,0.266667
732,4,1,52,1.94231,0.129487,2.92788,0.418269,0.266667
732,5,1,52,1.94231,0.129487,2.97276,0.424679,0.266667
732,6,1,52,1.92308,0.128205,3.09615,0.442308,0.333333
732,7,1,52,1.98077,0.132051,3.54487,0.50641,0.333333
732,8,1,52,2.09615,0.139744,4.53205,0.647436,0.333333
732,9,1,52,2.26923,0.151282,5.88942,0.841346,0.4
732,10,1,52,2.38462,0.158974,5.50801,0.786859,0.4
732,11,1,52,2.34615,0.15641,5.31731,0.759615,0.333333
732,12,1,52,2.25,0.15,5.05929,0.722756,0.333333
732,13,1,52,2.26923,0.151282,5.25,0.75,0.333333
732,14,1,52,2.19231,0.146154,4.89103,0.698718,0.333333
732,15,1,52,2.15385,0.14359,4.76763,0.68109,0.333333
732,16,1,52,2.13462,0.142308,4.47596,0.639423,0.333333
732,17,1,52,2.15385,0.14359,4.13942,0.591346,0.333333
732,18,1,52,2.01923,0.134615,3.76923,0.538462,0.333333
732,19,1,52,2,0.133333,3.29808,0.471154,0.333333
732,20,1,52,1.86538,0.124359,2.65865,0.379808,0.266667
732,21,1,52,1.90385,0.126923,3.27564,0.467949,0.266667
732,22,1,52,1.97115,0.13141,3.36538,0.480769,0.333333
732,23,1,52,2,0.133333,3.04006,0.434295,0.333333
733,0,0,129,74.5736,0.573643,479.785,68.5407,1
733,1,0,129,74.7519,0.575015,481.978,68.854,0.746154
733,2,0,129,75.3101,0.579308,485.953,69.4218,0.761538
733,3,0,129,75.093,0.577639,477.334,68.1906,0.746154
733,4,0,129,75.062,0.5774,475.457,67.9225,0.738462
733,5,0,129,74.7364,0.574896,473.382,67.626,0.738462
733,6,0,129,74.5736,0.573643,467.548,66.7926,0.723077
733,7,0,129,66.9147,0.514729,342.362,48.9089,0.715385
733,8,0,129,42.0388,0.323375,205.786,29.3979,0.692308
733,9,0,129,30.1085,0.231604,152.096,21.728,0.692308
733,10,0,129,27.7519,0.213476,136.432,19.4903,1
733,11,0,129,25.5426,0.196482,130.585,18.655,0.692308
733,12,0,129,24.9845,0.192188,128.641,18.3773,0.692308
733,13,0,129,25.9845,0.199881,127.51,18.2158,1
733,14,0,129,24.5426,0.18879,123.748,17.6783,0.692308
733,15,0,129,23.6667,0.182051,117.68,16.8114,0.692308
733,16,0,129,23.2946,0.179189,118.331,16.9044,0.830769
733,17,0,129,24,0.184615,126.262,18.0375,0.830769
733,18,0,129,26.4574,0.203518,167.091,23.8702,0.692308
733,19,0,129,37.6357,0.289505,268.501,38.3572,0.692308
733,20,0,129,52.7287,0.405605,350.402,50.0575,0.707692
733,21,0,129,61.7984,0.475373,413.864,59.1234,0.707692
733,22,0,129,70.3178,0.540906,461.457,65.9225,0.715385
733,23,0,129,75,0.576923,483.737,69.1053,0.715385
733,0,1,52,76.1731,0.585947,497.359,71.0513,0.7
733,1,1,52,76.9231,0.591716,497.931,71.133,0.707692
733,2,1,52,77.5577,0.596598,497.359,71.0513,0.715385
733,3,1,52,77.2308,0.594083,495.934,70.8478,0.730769
733,4,1,52,76.6538,0.589645,495.082,70.726,0.723077
733,5,1,52,76.5192,0.588609,493.612,70.516,0.723077
733,6,1,52,75.6923,0.582249,487.252,69.6074,0.723077
733,7,1,52,74.8077,0.575444,457.95,65.4215,0.707692
733,8,1,52,66.2692,0.509763,398.675,56.9535,0.7
733,9,1,52,58.0192,0.446302,339.5,48.5,0.676923
733,10,1,52,51.1923,0.393787,305.397,43.6282,0.676923
733,11,1,52,47.2692,0.363609,281.2,40.1715,0.669231
733,12,1,52,45.0769,0.346746,274.122,39.1603,0.676923
733,13,1,52,45.0962,0.346893,269.534,38.5048,0.669231
733,14,1,52,43,0.330769,257.721,36.8173,0.669231
733,15,1,52,42.7308,0.328698,256.285,36.6122,0.669231
733,16,1,52,42.3846,0.326036,257.082,36.726,0.669231
733,17,1,52,43.5385,0.334911,263.543,37.649,0.669231
733,18,1,52,45.2308,0.347929,291.196,41.5994,0.684615
733,19,1,52,51.0192,0.392456,333.476,47.6394,0.692308
733,20,1,52,56.7692,0.436686,365.481,52.2115,0.692308
733,21,1,52,61.1346,0.470266,401.12,57.3029,0.684615
733,22,1,52,67.6538,0.520414,431.947,61.7067,1
733,23,1,52,70.3269,0.540976,453.071,64.7244,0.684615
737,0,0,129,3.9845,0.11068,21.0136,3.00194,0.25
737,1,0,129,4.11628,0.114341,21.6964,3.09948,0.25
737,2,0,129,4.16279,0.115633,22.0446,3.14922,0.25
737,3,0,129,4.24031,0.117786,21.918,3.13114,0.25
737,4,0,129,4.24031,0.117786,21.9225,3.13178,0.25
737,5,0,129,4.25581,0.118217,22.1441,3.16344,0.25
737,6,0,129,4.24031,0.117786,22.2888,3.18411,0.25
737,7,0,129,4.20155,0.11671,20.1996,2.88566,0.25
737,8,0,129,5.04651,0.140181,32.332,4.61886,0.305556
737,9,0,129,6.11628,0.169897,35.2216,5.03165,0.416667
737,10,0,129,6.16279,0.171189,34.7196,4.95995,0.416667
737,11,0,129,5.99225,0.166451,34.0142,4.85917,0.333333
737,12,0,129,5.70543,0.158484,30.0032,4.28618,0.305556
737,13,0,129,5.23256,0.145349,28.2804,4.04005,0.305556
737,14,0,129,5.03876,0.139966,27.6654,3.9522,0.305556
737,15,0,129,4.93798,0.137166,26.7791,3.82558,0.277778
737,16,0,129,4.93798,0.137166,27.0006,3.85724,0.305556
737,17,0,129,5,0.138889,23.2972,3.32817,0.305556
737,18,0,129,4.39535,0.122093,22.5556,3.22222,0.25
737,19,0,129,4.37984,0.121662,22.5194,3.21705,0.25
737,20,0,129,4.54264,0.126184,24.8391,3.54845,0.25
737,21,0,129,4.81395,0.133721,25.2461,3.60659,0.25
737,22,0,129,4.70543,0.130706,24.2558,3.46512,0.277778
737,23,0,129,4.33333,0.12037,22.0446,3.14922,0.277778
737,0,1,52,4.11538,0.114316,22.0433,3.14904,0.277778
737,1,1,52,4.23077,0.117521,22.0994,3.15705,0.277778
737,2,1,52,4.38462,0.121795,22.9295,3.27564,0.277778
737,3,1,52,4.46154,0.123932,22.8958,3.27083,0.277778
737,4,1,52,4.34615,0.120726,23.3894,3.34135,0.277778
737,5,1,52,4.44231,0.123397,23.5016,3.35737,0.277778
737,6,1,52,4.44231,0.123397,23.266,3.32372,0.277778
737,7,1,52,4.46154,0.123932,21.4151,3.05929,0.277778
737,8,1,52,4.09615,0.113782,21.0337,3.00481,0.277778
737,9,1,52,4.25,0.118056,21.6506,3.09295,0.277778
737,10,1,52,4.21154,0.116987,21.2244,3.03205,0.305556
737,11,1,52,4.15385,0.115385,21.5497,3.07853,0.277778
737,12,1,52,4.09615,0.113782,20.9888,2.9984,0.305556
737,13,1,52,4.19231,0.116453,21.1458,3.02083,0.25
737,14,1,52,4.17308,0.115919,20.0128,2.85897,0.25
737,15,1,52,3.88462,0.107906,19.508,2.78686,0.25
737,16,1,52,4.01923,0.111645,19.1378,2.73397,0.222222
737,17,1,52,3.82692,0.106303,17.5561,2.50801,0.222222
737,18,1,52,3.57692,0.099359,16.6587,2.37981,0.25
737,19,1,52,3.57692,0.099359,17.1074,2.44391,0.277778
737,20,1,52,3.61538,0.100427,18.0497,2.57853,0.277778
737,21,1,52,3.67308,0.10203,18.5769,2.65385,0.25
737,22,1,52,3.75,0.104167,19.0256,2.71795,0.25
737,23,1,52,3.78846,0.105235,18.7115,2.67308,0.25
741,0,0,129,8.77519,0.230926,59.5,7.35853,0.447368
741,1,0,129,9.16279,0.241126,60.6621,7.46059,0.447368
741,2,0,129,9.24031,0.243166,60.6011,7.48837,0.447368
741,3,0,129,9.30233,0.244798,59.6854,7.38372,0.447368
741,4,0,129,9.24806,0.24337,59.5769,7.37791,0.447368
741,5,0,129,9.34109,0.245818,59.9545,7.43346,0.447368
741,6,0,129,9.27907,0.244186,58.9393,7.30426,0.447368
741,7,0,129,8.69767,0.228886,52.4955,6.41731,0.447368
741,8,0,129,7.79845,0.205222,52.4096,5.85853,0.394737
741,9,0,129,7.52713,0.198082,52.5859,5.60659,0.447368
741,10,0,129,7.18992,0.189208,48.6269,5.12726,0.421053
741,11,0,129,6.89922,0.181559,46.115,4.9186,0.421053
741,12,0,129,7.02326,0.184823,45.6696,4.86822,0.5
741,13,0,129,6.75194,0.177683,44.2926,4.84432,0.421053
741,14,0,129,6.5969,0.173603,42.0023,4.64664,0.421053
741,15,0,129,6.37984,0.167891,40.311,4.50969,0.447368
741,16,0,129,6.33333,0.166667,39.6599,4.4522,0.447368
741,17,0,129,6.30233,0.165851,41.3669,4.63178,0.421053
741,18,0,129,6.51163,0.171359,40.2183,4.73385,0.421053
741,19,0,129,6.64341,0.174827,44.9144,5.50194,0.394737
741,20,0,129,7.50388,0.19747,49.2261,6.13889,0.447368
741,21,0,129,7.90698,0.208078,52.9025,6.59755,0.394737
741,22,0,129,8.39535,0.22093,54.9441,6.88695,0.394737
741,23,0,129,8.65116,0.227662,57.1689,7.19767,0.394737
741,0,1,52,8.94231,0.235324,62.9776,7.71635,0.421053
741,1,1,52,9.55769,0.251518,63.129,7.80769,0.447368
741,2,1,52,9.57692,0.252024,62.1811,7.71795,0.394737
741,3,1,52,9.53846,0.251012,61.0873,7.66987,0.394737
741,4,1,52,9.46154,0.248988,61.6595,7.69231,0.394737
741,5,1,52,9.59615,0.25253,62.355,7.74519,0.421053
741,6,1,52,9.51923,0.250506,61.609,7.65705,0.421053
741,7,1,52,9.51923,0.250506,58.8438,7.3109,0.421053
741,8,1,52,8.73077,0.229757,57.851,6.96474,0.394737
741,9,1,52,8.51923,0.22419,56.5946,6.5609,0.421053
741,10,1,52,7.86538,0.206984,52.7412,6.07532,0.368421
741,11,1,52,7.53846,0.198381,50.4864,5.88462,0.368421
741,12,1,52,7.78846,0.20496,52.7973,6.15705,0.342105
741,13,1,52,8,0.210526,50.4864,6.00641,0.394737
741,14,1,52,7.63462,0.200911,49.6058,5.94071,0.342105
741,15,1,52,7.30769,0.192308,46.8518,5.70353,0.342105
741,16,1,52,7.51923,0.197874,48.6971,5.91827,0.342105
741,17,1,52,7.55769,0.198887,50.5873,6.14583,0.342105
741,18,1,52,7.65385,0.201417,52.242,6.26122,0.368421
741,19,1,52,8.01923,0.211032,54.1827,6.55769,0.368421
741,20,1,52,8.07692,0.212551,54.6875,6.5641,0.368421
741,21,1,52,8.03846,0.211538,54.7212,6.58173,0.394737
741,22,1,52,8.45192,0.222419,57.9687,6.90705,0.421053
741,23,1,52,8.84615,0.232794,61.7099,7.24038,0.447368
744,0,0,129,30.9419,0.435801,109.866,16.4341,0.915493
744,1,0,129,30.8372,0.434327,109.416,16.3721,0.619718
744,2,0,129,30.6744,0.432034,109.352,16.3618,0.619718
744,3,0,129,30.6977,0.432362,108.111,16.1848,0.619718
744,4,0,129,30.4806,0.429305,107.392,16.0788,0.619718
744,5,0,129,30.5659,0.430506,107.758,16.1176,0.619718
744,6,0,129,30.6744,0.432034,106.87,16.0013,0.619718
744,7,0,129,30.0543,0.423299,97.7016,14.5116,0.577465
744,8,0,129,27.093,0.381592,80.6718,11.9593,0.535211
744,9,0,129,25.6977,0.361939,76.7016,11.3391,0.549296
744,10,0,129,25.9729,0.365815,75.3608,11.1589,0.521127
744,11,0,129,25.5349,0.359646,73.2988,10.8676,0.492958
744,12,0,129,25.2868,0.356152,72.9415,10.8043,0.535211
744,13,0,129,25.4884,0.358991,75.2613,11.1305,0.535211
744,14,0,129,25.5814,0.360301,74.5468,11.0258,0.535211
744,15,0,129,25.2636,0.355825,71.9716,10.6473,0.535211
744,16,0,129,25.0543,0.352877,71.6098,10.5911,0.549296
744,17,0,129,25.1705,0.354515,71.6415,10.5775,0.549296
744,18,0,129,25.0853,0.353314,75.0375,11.0911,0.492958
744,19,0,129,26.4651,0.372748,88.739,13.1531,0.507042
744,20,0,129,28.969,0.408014,101.333,15.0717,0.647887
744,21,0,129,30.031,0.422972,105.192,15.686,0.633803
744,22,0,129,30.7674,0.433344,109.698,16.3934,0.647887
744,23,0,129,31.093,0.43793,110.714,16.5614,0.647887
744,0,1,52,31.2308,0.43987,113.116,16.9455,0.591549
744,1,1,52,31.4038,0.442308,112.97,16.9215,0.591549
744,2,1,52,31.4231,0.442579,112.376,16.8462,0.591549
744,3,1,52,31.1731,0.439057,111.333,16.6827,0.591549
744,4,1,52,31.1154,0.438245,110.749,16.5994,0.591549
744,5,1,52,31.3462,0.441495,110.256,16.5304,0.591549
744,6,1,52,30.9615,0.436078,109.207,16.3638,0.591549
744,7,1,52,30.5577,0.43039,106.032,15.8638,0.577465
744,8,1,52,29.8269,0.420098,100.204,14.9696,0.56338
744,9,1,52,29.3077,0.412784,95.8966,14.2788,0.56338
744,10,1,52,28.4615,0.400867,92.8566,13.7869,0.535211
744,11,1,52,27.9615,0.393824,88.9976,13.2212,0.549296
744,12,1,52,27.4615,0.386782,87.9151,13.0625,0.535211
744,13,1,52,28.0192,0.394637,89.4351,13.258,0.521127
744,14,1,52,27.6346,0.38922,86.7764,12.851,0.507042
744,15,1,52,26.8269,0.377844,83.1811,12.3029,0.492958
744,16,1,52,26.5385,0.373781,81.8798,12.0929,0.492958
744,17,1,52,26.5385,0.373781,83.8766,12.4103,0.507042
744,18,1,52,27.2308,0.383532,87.859,13.0625,0.507042
744,19,1,52,28.4231,0.400325,94.4888,14.0881,0.549296
744,20,1,52,29.0962,0.409805,98.5777,14.7596,0.56338
744,21,1,52,29.5962,0.416847,102.857,15.4199,0.535211
744,22,1,52,30.5577,0.43039,107.457,16.0994,0.56338
744,23,1,52,31.0577,0.437432,109.246,16.367,0.577465
745,0,0,129,7.37984,0.46124,49.6195,7.0885,1
745,1,0,129,7.28682,0.455426,49.8999,7.12855,0.875
745,2,0,129,7.34884,0.459302,50.3159,7.18798,0.875
745,3,0,129,7.34884,0.459302,49.9225,7.13178,0.875
745,4,0,129,7.33333,0.458333,49.8682,7.12403,0.875
745,5,0,129,7.27907,0.454942,49.6376,7.09109,0.875
745,6,0,129,7.36434,0.460271,50.2435,7.17765,0.875
745,7,0,129,7.2093,0.450581,46.2913,6.61305,0.875
745,8,0,129,6.11628,0.382267,39.0019,5.57171,0.8125
745,9,0,129,4.9845,0.311531,29.5013,4.21447,0.6875
745,10,0,129,3.85271,0.240795,23.1479,3.30685,1
745,11,0,129,3.33333,0.208333,21.728,3.10401,0.6875
745,12,0,129,3.43411,0.214632,23.772,3.39599,0.6875
745,13,0,129,3.76744,0.235465,23.772,3.39599,1
745,14,0,129,3.42636,0.214147,21.1854,3.02649,0.6875
745,15,0,129,3.03876,0.189922,19.9871,2.8553,0.6875
745,16,0,129,3.17054,0.198159,21.2261,3.0323,0.6875
745,17,0,129,3.31783,0.207364,23.7313,3.39018,0.6875
745,18,0,129,3.89147,0.243217,27.7603,3.96576,0.6875
745,19,0,129,4.65116,0.290698,33.7791,4.82558,0.6875
745,20,0,129,5.5969,0.349806,40.9645,5.85207,0.6875
745,21,0,129,6.64341,0.415213,46.6621,6.66602,0.75
745,22,0,129,7.03101,0.439438,49.2125,7.03036,0.8125
745,23,0,129,7.42636,0.464147,50.4696,7.20995,0.875
745,0,1,52,7.59615,0.47476,51.8718,7.41026,0.8125
745,1,1,52,7.59615,0.47476,51.7484,7.39263,0.8125
745,2,1,52,7.59615,0.47476,51.3894,7.34135,0.8125
745,3,1,52,7.59615,0.47476,51.4904,7.35577,0.8125
745,4,1,52,7.57692,0.473558,51.2772,7.32532,0.8125
745,5,1,52,7.55769,0.472356,51.5353,7.36218,0.8125
745,6,1,52,7.63462,0.477163,51.3221,7.33173,0.8125
745,7,1,52,7.53846,0.471154,50.5369,7.21955,0.8125
745,8,1,52,7.21154,0.450721,46.4647,6.63782,0.75
745,9,1,52,6.44231,0.402644,41.8093,5.97276,0.6875
745,10,1,52,6.01923,0.376202,39.1058,5.58654,0.625
745,11,1,52,5.59615,0.34976,35.5048,5.07212,0.5625
745,12,1,52,4.94231,0.308894,36.1667,5.16667,0.625
745,13,1,52,5.67308,0.354567,38.6571,5.52244,0.6875
745,14,1,52,5.63462,0.352163,37.883,5.41186,0.625
745,15,1,52,5.55769,0.347356,37.6923,5.38462,0.625
745,16,1,52,5.57692,0.348558,38.2644,5.46635,0.5625
745,17,1,52,5.59615,0.34976,36.6378,5.23397,0.5625
745,18,1,52,5.36538,0.335337,36.3125,5.1875,0.5625
745,19,1,52,5.67308,0.354567,40.5753,5.79647,0.5
745,20,1,52,6.40385,0.40024,44.4567,6.35096,0.625
745,21,1,52,6.67308,0.417067,46.2067,6.60096,0.625
745,22,1,52,7.03846,0.439904,47.9455,6.84936,1
745,23,1,52,7.23077,0.451923,48.8317,6.97596,0.6875
746,0,0,129,49.907,0.433974,310.284,44.3262,1
746,1,0,129,49.4806,0.430266,312.11,44.5872,0.608696
746,2,0,129,49.3721,0.429323,313.752,44.8217,0.608696
746,3,0,129,49.7054,0.432221,312.309,44.6156,0.608696
746,4,0,129,49.5659,0.431008,311.74,44.5342,0.6
746,5,0,129,49.4961,0.430401,310.478,44.354,0.591304
746,6,0,129,49.4496,0.429997,311.206,44.458,0.591304
746,7,0,129,47.7132,0.414897,268.962,38.4231,0.591304
746,8,0,129,37.5659,0.32666,214.798,30.6854,0.521739
746,9,0,129,33.9922,0.295585,197.117,28.1596,0.521739
746,10,0,129,32.6124,0.283586,183.999,26.2855,1
746,11,0,129,30.7907,0.267745,178.523,25.5032,0.521739
746,12,0,129,30.1783,0.26242,176.565,25.2235,0.521739
746,13,0,129,31.0078,0.269633,175.421,25.0601,1
746,14,0,129,29.5426,0.256892,168.615,24.0879,0.521739
746,15,0,129,28.3798,0.246781,162.592,23.2274,0.521739
746,16,0,129,27.6899,0.240782,159.851,22.8359,0.521739
746,17,0,129,27.7984,0.241726,166.25,23.75,0.521739
746,18,0,129,29.9612,0.260533,191.13,27.3043,0.521739
746,19,0,129,35.4651,0.308392,235.848,33.6925,0.521739
746,20,0,129,41.9457,0.364746,270.653,38.6647,0.521739
746,21,0,129,44.9535,0.3909,289.017,41.2881,0.521739
746,22,0,129,47.5426,0.413414,305.246,43.6066,0.547826
746,23,0,129,49.2093,0.427907,312.07,44.5814,0.591304
746,0,1,52,50.0192,0.43495,315.595,45.0849,0.6
746,1,1,52,50.0769,0.435452,315.684,45.0978,0.591304
746,2,1,52,50.8269,0.441973,316.481,45.2115,0.591304
746,3,1,52,50.2308,0.436789,315.785,45.1122,0.6
746,4,1,52,50.2115,0.436622,315.897,45.1282,0.6
746,5,1,52,50.1923,0.436455,315.707,45.101,0.6
746,6,1,52,49.8269,0.433278,314.181,44.883,0.6
746,7,1,52,49.3654,0.429264,303.692,43.3846,0.6
746,8,1,52,46.9423,0.408194,283.837,40.5481,0.591304
746,9,1,52,43.4038,0.377425,259.55,37.0785,0.530435
746,10,1,52,40.8077,0.354849,243.497,34.7853,0.513043
746,11,1,52,38.0769,0.331104,233.03,33.2901,0.469565
746,12,1,52,38.2692,0.332776,233.277,33.3253,0.469565
746,13,1,52,38.1731,0.33194,229.373,32.7676,0.486957
746,14,1,52,36.7308,0.319398,219.154,31.3077,0.504348
746,15,1,52,35.8654,0.311873,212.21,30.3157,0.469565
746,16,1,52,34.5962,0.300836,209.327,29.9038,0.469565
746,17,1,52,34.9231,0.303679,211.571,30.2244,0.469565
746,18,1,52,35.6731,0.310201,226.199,32.3141,0.469565
746,19,1,52,39.3077,0.341806,248.332,35.476,0.469565
746,20,1,52,42.2885,0.367726,265.226,37.8894,0.469565
746,21,1,52,43.7692,0.380602,276.141,39.4487,0.486957
746,22,1,52,47.4231,0.412375,289.614,41.3734,1
746,23,1,52,47.9615,0.417057,297.534,42.5048,0.573913
751,0,0,129,22.2132,0.308516,120.275,17.1822,0.611111
751,1,0,129,22.2403,0.308893,120.325,17.1893,0.611111
751,2,0,129,22.2636,0.309216,121.306,17.3295,0.611111
751,3,0,129,22.4264,0.311477,121.374,17.3391,0.611111
751,4,0,129,22.5969,0.313846,121.216,17.3165,0.611111
751,5,0,129,22.3953,0.311047,120.813,17.259,0.611111
751,6,0,129,22.3566,0.310508,118.991,16.9987,0.611111
751,7,0,129,20.7597,0.288329,91.8547,13.1221,0.597222
751,8,0,129,15.4806,0.215009,64.3023,9.18605,0.555556
751,9,0,129,13.1783,0.183032,51.1796,7.31137,0.833333
751,10,0,129,12.093,0.167959,46.0698,6.5814,0.625
751,11,0,129,11.7984,0.163867,44.9528,6.42183,0.583333
751,12,0,129,12.5659,0.174526,45.7261,6.5323,0.833333
751,13,0,129,12.1008,0.168066,46.5762,6.65375,0.708333
751,14,0,129,11.7054,0.162575,45.491,6.49871,0.555556
751,15,0,129,11.3023,0.156977,43.0129,6.1447,0.513889
751,16,0,129,11.4961,0.159668,44.686,6.38372,0.833333
751,17,0,129,11.9457,0.165913,52.1789,7.45413,0.833333
751,18,0,129,13.4264,0.186477,73.3327,10.4761,0.5
751,19,0,129,18.1318,0.25183,109.016,15.5736,0.527778
751,20,0,129,22.4574,0.311908,121.749,17.3928,0.652778
751,21,0,129,22.7054,0.315353,122.107,17.4438,0.638889
751,22,0,129,22.8217,0.316968,124.169,17.7384,0.625
751,23,0,129,23.2248,0.322567,124.083,17.7261,0.611111
751,0,1,52,21.6154,0.300214,121.546,17.3638,0.569444
751,1,1,52,21.6731,0.301015,121.109,17.3013,0.569444
751,2,1,52,21.8846,0.303953,120.503,17.2147,0.638889
751,3,1,52,22.0962,0.306891,120.761,17.2516,0.638889
751,4,1,52,22.1154,0.307158,121.3,17.3285,0.638889
751,5,1,52,22.3846,0.310897,120.851,17.2644,0.638889
751,6,1,52,22.2692,0.309295,120.84,17.2628,0.638889
751,7,1,52,21.8077,0.302885,112.886,16.1266,0.638889
751,8,1,52,20.0962,0.279113,102.083,14.5833,0.625
751,9,1,52,17.9615,0.249466,88.5208,12.6458,0.472222
751,10,1,52,15.9808,0.221955,80.5673,11.5096,0.444444
751,11,1,52,16.5385,0.229701,78.492,11.2131,0.847222
751,12,1,52,16.3269,0.226763,84.1795,12.0256,0.430556
751,13,1,52,17,0.236111,88.5433,12.649,0.444444
751,14,1,52,16.8846,0.234509,87.6907,12.5272,0.458333
751,15,1,52,16.6346,0.231036,85.9183,12.274,0.458333
751,16,1,52,17.1154,0.237714,87.1522,12.4503,0.513889
751,17,1,52,18.1538,0.252137,93.3558,13.3365,0.597222
751,18,1,52,18.6346,0.258814,101.915,14.5593,0.527778
751,19,1,52,19.2115,0.266827,108.343,15.4776,0.541667
751,20,1,52,19.75,0.274306,109.622,15.6603,0.569444
751,21,1,52,19.6923,0.273504,109.072,15.5817,0.569444
751,22,1,52,20.5192,0.284989,109.857,15.6939,0.736111
751,23,1,52,19.9615,0.277244,110.643,15.8061,0.555556
771,0,0,129,17.2791,0.719961,104.618,16.478,1
771,1,0,129,18.0155,0.750646,108.346,17.0375,0.958333
771,2,0,129,18.4341,0.768088,110.494,17.3534,0.958333
771,3,0,129,18.5736,0.773902,111.256,17.4722,0.958333
771,4,0,129,18.5349,0.772287,109.68,17.2429,0.958333
771,5,0,129,18.0775,0.75323,107.057,16.8708,0.916667
771,6,0,129,17.8837,0.745155,101.624,16.0885,0.916667
771,7,0,129,15.8372,0.659884,83.073,13.2997,0.875
771,8,0,129,12.0698,0.502907,59.0885,9.44638,0.75
771,9,0,129,8.67442,0.361434,41.5523,6.5969,1
771,10,0,129,7,0.291667,34.0436,5.44444,0.583333
771,11,0,129,6.24806,0.260336,29.3408,4.73385,0.541667
771,12,0,129,6.23256,0.25969,30.7041,4.93605,1
771,13,0,129,5.94574,0.247739,27.3285,4.43734,0.541667
771,14,0,129,4.99225,0.20801,20.0142,3.28811,0.416667
771,15,0,129,3.99225,0.166344,16.4939,2.75517,0.416667
771,16,0,129,4.10853,0.171189,15.1734,2.52261,1
771,17,0,129,3.8062,0.158592,17.0455,2.76873,1
771,18,0,129,4.44186,0.185078,25.8634,4.16667,0.416667
771,19,0,129,6.47287,0.269703,41.8169,6.8314,0.5
771,20,0,129,9.27907,0.386628,54.4738,8.92571,0.833333
771,21,0,129,10.9457,0.456072,65.365,10.6505,0.916667
771,22,0,129,12.9612,0.540052,79.8127,12.8262,0.916667
771,23,0,129,15.062,0.627584,93.4396,14.8385,0.916667
771,0,1,52,16.0385,0.668269,100.507,15.7933,0.916667
771,1,1,52,17.2692,0.719551,104.927,16.4615,0.916667
771,2,1,52,17.6346,0.734776,105.858,16.5946,0.875
771,3,1,52,17.9038,0.745994,106.391,16.7131,0.875
771,4,1,52,17.7692,0.740385,105.752,16.6266,0.875
771,5,1,52,17.5192,0.729968,104.787,16.4952,0.875
771,6,1,52,17.3077,0.721154,101.668,16.0272,0.875
771,7,1,52,16.7308,0.697115,94.5673,14.9487,0.875
771,8,1,52,15.2692,0.636218,82.9287,13.1603,0.833333
771,9,1,52,12.8462,0.535256,67.4872,10.8189,0.708333
771,10,1,52,10.6538,0.44391,54.1546,8.76442,0.625
771,11,1,52,9.63462,0.401442,47.3678,7.69551,1
771,12,1,52,8.61538,0.358974,44.1819,7.32051,0.625
771,13,1,52,8.26923,0.344551,39.145,6.57532,0.625
771,14,1,52,7,0.291667,32.2348,5.50801,0.541667
771,15,1,52,6.25,0.260417,30.7764,5.26122,0.5
771,16,1,52,6.38462,0.266026,30.6643,5.2516,0.5
771,17,1,52,6.38462,0.266026,30.8269,5.22917,0.541667
771,18,1,52,6.42308,0.267628,34.2147,5.73718,0.541667
771,19,1,52,7.55769,0.314904,42.7853,7.14103,0.583333
771,20,1,52,9.13462,0.380609,51.2604,8.49038,0.625
771,21,1,52,10.2308,0.426282,61.5921,10.0833,0.708333
771,22,1,52,12.4808,0.520032,73.371,11.8574,1
771,23,1,52,13.9808,0.582532,84.8862,13.5369,0.833333
773,0,0,129,17.5814,0.439535,211.185,15.0846,1
773,1,0,129,17.3643,0.434109,211.085,15.0775,0.65
773,2,0,129,17.4341,0.435853,210.181,15.0129,0.7
773,3,0,129,17.1318,0.428295,203.995,14.5711,0.65
773,4,0,129,16.8992,0.422481,202.602,14.4716,0.6
773,5,0,129,16.9225,0.423062,201.806,14.4147,0.65
773,6,0,129,16.6357,0.415891,199.59,14.2565,0.65
773,7,0,129,15.8295,0.395736,163.143,11.6531,0.65
773,8,0,129,12.0465,0.301163,124.047,8.86047,0.6
773,9,0,129,10.4031,0.260078,104.882,7.4916,0.6
773,10,0,129,9.7907,0.244767,96.4083,6.8863,1
773,11,0,129,9.35659,0.233915,92.9806,6.64147,0.6
773,12,0,129,9.00775,0.225194,93.6227,6.68734,0.6
773,13,0,129,9.31008,0.232752,91.5336,6.53811,1
773,14,0,129,8.72868,0.218217,88.6848,6.33463,0.6
