n,mae,rmse,bias,mape,mape_coverage,mase,mase_coverage,sat_wmae,cell_key,target,horizon,fold,family,n_fits,chosen,n_train_hours
92400,60.8099,211.248,-1.97203,45.0218,0.958084,0.900143,1,68.7247,3dbbcaf130a40e99,volume,24,1,autoregressive,275,order=24,1992
92400,64.8482,248.815,1.41464,43.7194,0.958084,0.888296,1,73.3901,6a049775fb98eebe,volume,24,1,zone_ridge,1650,median_alpha=1000.0,1992
92400,57.9666,203.755,0.67927,43.0917,0.958084,0.862371,1,65.4819,c0357276f9cac847,volume,24,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,62.1168,207.354,-3.09554,53.3725,0.958084,1.08369,1,70.0043,9bdfe3783ae859e3,volume,24,1,global_ridge,6,alpha=1000.0,1992
92400,59.3039,198.441,3.25035,58.72,0.958084,1.04256,1,66.4842,b992225eddf74927,volume,24,1,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,1992
92400,74.2147,286.872,0.968929,64.2336,0.953961,1.02626,1,85.6115,3e1418e201239e59,volume,24,2,last_observation,0,,2328
92400,74.2147,286.872,0.968929,64.2336,0.953961,1.02626,1,85.6115,5fec32e17479790c,volume,24,2,seasonal_naive_daily,0,,2328
92400,85.8657,353.984,-8.25507,83.7719,0.953961,1.07604,1,101.028,3fe624ef510c1d6d,volume,24,2,seasonal_naive_weekly,0,,2328
92400,68.3365,259.557,-4.16011,63.8265,0.953961,0.903119,1,80.0246,87c29172564d529b,volume,24,2,autoregressive,275,order=24,2328
92400,67.9702,253.662,-6.91461,66.0973,0.953961,0.913752,1,80.0111,79ddc5b5e3cd57aa,volume,24,2,zone_ridge,1650,median_alpha=1000.0,2328
92400,66.4783,258.161,-3.58789,68.3857,0.953961,0.914839,1,77.9848,3a3aa05b593ad833,volume,24,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,67.9975,251,-5.65977,69.883,0.953961,1.02426,1,79.55,59f23c10e8f51725,volume,24,2,global_ridge,6,alpha=1000.0,2328
92400,65.9296,244.867,7.69005,74.043,0.953961,0.977214,1,76.624,cdd8fc6694b0a474,volume,24,2,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,2328
92400,60.5867,229.501,-0.547896,45.8909,0.931948,0.832663,1,69.5924,40350842c3790601,volume,24,3,last_observation,0,,2664
92400,60.5867,229.501,-0.547896,45.8909,0.931948,0.832663,1,69.5924,7e197f7534e2463a,volume,24,3,seasonal_naive_daily,0,,2664
92400,78.7656,286.306,11.0818,58.3978,0.931948,1.07658,1,90.9195,623273ff968ab95d,volume,24,3,seasonal_naive_weekly,0,,2664
92400,58.9152,214.466,8.92843,47.7517,0.931948,0.786964,1,67.8897,afac3e8bfd1fa578,volume,24,3,autoregressive,275,order=24,2664
92400,61.143,215.445,13.8271,48.8233,0.931948,0.822887,1,70.2651,e846ee0bddd774c9,volume,24,3,zone_ridge,1650,median_alpha=1000.0,2664
92400,62.4036,221.507,17.3607,53.3393,0.931948,0.886995,1,71.3108,9b621e23feb8fc2b,volume,24,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,57.0196,203.818,-0.509791,48.3916,0.931948,0.897606,1,65.6583,28c7188881063dd6,volume,24,3,global_ridge,6,alpha=1000.0,2664
92400,56.1635,204.505,-0.349888,48.1647,0.931948,0.866843,1,65.0039,bb4d1c2e6a2e8697,volume,24,3,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,2664
92400,60.2318,208.786,5.92941,49.7002,0.948128,0.971245,1,66.9394,717fb926aaa11ae6,volume,24,4,last_observation,0,,3000
92400,60.2318,208.786,5.92941,49.7002,0.948128,0.971245,1,66.9394,4f58515a6a580fa1,volume,24,4,seasonal_naive_daily,0,,3000
92400,80.6445,333.573,20.0225,57.529,0.948128,1.08888,1,87.7389,477f4d16e9d67e01,volume,24,4,seasonal_naive_weekly,0,,3000
92400,59.2022,212.049,12.8663,49.2073,0.948128,0.871381,1,64.7835,6ab8440a046efb59,volume,24,4,autoregressive,275,order=24,3000
92400,59.3933,223.384,17.3094,49.0183,0.948128,0.860114,1,64.4382,74440a86454a6d8c,volume,24,4,zone_ridge,1650,median_alpha=1000.0,3000
92400,61.0608,244.87,17.1665,52.6052,0.948128,0.895069,1,65.7064,f80cabf535db6de9,volume,24,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,57.0741,199.151,9.64719,49.483,0.948128,0.939845,1,62.7713,590a035d08502a86,volume,24,4,global_ridge,6,alpha=1000.0,3000
92400,56.9614,205.097,14.0335,51.9482,0.948128,0.937898,1,62.5083,ba353f5207acbd0f,volume,24,4,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,3000
92400,45.63,186.388,-2.89979,44.544,0.927597,0.669788,1,49.7444,575317322a4e2e9c,volume,24,5,last_observation,0,,3336
92400,45.63,186.388,-2.89979,44.544,0.927597,0.669788,1,49.7444,557dddc7dc7f1697,volume,24,5,seasonal_naive_daily,0,,3336
92400,107.654,409.278,20.6293,113.755,0.927597,1.27504,1,120.438,4fc0ea4549d2c3d3,volume,24,5,seasonal_naive_weekly,0,,3336
92400,59.6298,204.85,31.0969,87.4787,0.927597,0.797407,1,62.1446,2ceaebdaf790ee26,volume,24,5,autoregressive,275,order=24,3336
92400,67.8477,234.184,29.8799,87.6837,0.927597,0.864753,1,73.2419,6fca5258b88c3897,volume,24,5,zone_ridge,1650,median_alpha=1000.0,3336
92400,71.4442,241.692,29.2713,117.364,0.927597,0.986481,1,77.1669,2693587087277d27,volume,24,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,53.9175,196.324,5.26621,65.0665,0.927597,0.814772,1,59.2517,fa78bff042233c2c,volume,24,5,global_ridge,6,alpha=10.0,3336
92400,53.5235,197.511,3.65997,72.3955,0.927597,0.832644,1,59.0703,d2a543cb408e4c6d,volume,24,5,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,3336
92400,57.2995,220.275,-0.774724,54.7905,0.902868,0.824729,1,65.549,26fef89dd1b6cbb3,volume,24,6,last_observation,0,,3672
92400,57.2995,220.275,-0.774724,54.7905,0.902868,0.824729,1,65.549,2a4ec4d8cb3ea26c,volume,24,6,seasonal_naive_daily,0,,3672
92400,92.8971,402.172,-30.4215,88.5637,0.902868,1.13436,1,110.588,5e7c07f0e254301c,volume,24,6,seasonal_naive_weekly,0,,3672
92400,57.7158,205.391,4.3877,76.0746,0.902868,0.866749,1,65.4767,336ef2657f963919,volume,24,6,autoregressive,275,order=24,3672
92400,59.976,217.335,-1.79116,79.639,0.902868,0.858919,1,68.7753,e71e51cb22f88767,volume,24,6,zone_ridge,1650,median_alpha=1000.0,3672
92400,65.1131,247.745,-5.38874,102.63,0.902868,0.934627,1,75.2063,9eb5af446d5ce64c,volume,24,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,55.749,201.456,-4.21482,69.5011,0.902868,0.887648,1,63.6909,edf4c5b025a9db20,volume,24,6,global_ridge,6,alpha=1000.0,3672
92400,59.2072,216.945,13.8934,94.4547,0.902868,0.986781,1,66.4641,9062fc906bf745af,volume,24,6,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,3672
92400,56.8484,224.327,-0.0277767,43.501,0.950108,0.774185,1,66.1476,228718699b4228af,volume,24,7,last_observation,0,,4008
92400,56.8484,224.327,-0.0277767,43.501,0.950108,0.774185,1,66.1476,369b07b561b64df0,volume,24,7,seasonal_naive_daily,0,,4008
92400,62.8789,227.085,-4.6598,70.8069,0.950108,0.951491,1,73.8681,e9a4d5a7667d0911,volume,24,7,seasonal_naive_weekly,0,,4008
92400,55.3067,206.241,-0.841805,53.4472,0.950108,0.762113,1,64.9709,2d567c7fcb6edaf1,volume,24,7,autoregressive,275,order=24,4008
92400,54.065,195.122,-7.96036,49.7688,0.950108,0.755455,1,63.8384,ba8311d9128c869b,volume,24,7,zone_ridge,1650,median_alpha=1000.0,4008
92400,54.1807,196.45,-4.03636,58.7711,0.950108,0.754656,1,64.0869,901bfc898795f55c,volume,24,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,54.9099,198.141,-3.07525,57.7289,0.950108,0.873898,1,64.3942,d09c7778279948a0,volume,24,7,global_ridge,6,alpha=1000.0,4008
92400,54.109,193.621,1.71276,61.9644,0.950108,0.846865,1,63.6559,0ee24f75f6de5915,volume,24,7,global_gbm,1,max_iter=100;learning_rate=0.1;max_leaf_nodes=31,4008
92400,1.39153,3.133,0.00492965,16.2467,0.959892,0.401962,1,1.51584,d9781039f8d5ddbb,duration,1,0,last_observation,0,,1656
92400,3.05109,5.0793,-0.00941919,44.1003,0.959892,1.04106,1,3.22392,a580836545c474b2,duration,1,0,seasonal_naive_daily,0,,1656
92400,3.23501,6.01796,-0.579554,42.8341,0.959892,1.06382,1,3.53838,6c47bd6fe77ade37,duration,1,0,seasonal_naive_weekly,0,,1656
92400,1.10359,2.02782,-0.0215906,15.5252,0.959892,0.354207,1,1.19126,8ce9040ddfd4857b,duration,1,0,autoregressive,275,order=24,1656
92400,1.12005,1.9775,-0.126068,15.4712,0.959892,0.3579,1,1.21376,a6f2b642369ed1b6,duration,1,0,zone_ridge,1650,median_alpha=10.0,1656
92400,1.06357,1.86154,-0.0954279,15.0191,0.959892,0.351504,1,1.15255,1ef3dc4bee4bce42,duration,1,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,1.1438,2.06376,-0.0970855,16.376,0.959892,0.382278,1,1.23199,4e55214827496cc2,duration,1,0,global_ridge,6,alpha=100.0,1656
92400,1.01623,1.82223,0.121869,14.9108,0.959892,0.337126,1,1.08945,5a65abda8259e820,duration,1,0,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1656
92400,1.35728,3.07271,-0.0053364,15.8886,0.958084,0.387778,1,1.46087,437f9d4ec206b35a,duration,1,1,last_observation,0,,1992
92400,3.0256,4.94418,-0.00353716,43.2408,0.958084,1.01453,1,3.1485,9b4bcf625d48a340,duration,1,1,seasonal_naive_daily,0,,1992
92400,2.822,4.36944,0.0304654,42.7099,0.958084,0.992718,1,2.9546,66a9a8582b5f8d72,duration,1,1,seasonal_naive_weekly,0,,1992
92400,1.0543,1.9041,-0.027886,15.1456,0.958084,0.337964,1,1.1198,78a049c8cc686626,duration,1,1,autoregressive,275,order=24,1992
92400,1.0326,1.7867,-0.0408692,15.0915,0.958084,0.334453,1,1.09583,9ef022d0687f12f0,duration,1,1,zone_ridge,1650,median_alpha=10.0,1992
92400,0.977332,1.70729,0.000238636,14.5153,0.958084,0.322084,1,1.03529,8ab35ed401ad17db,duration,1,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,1.09341,1.93653,-0.00805699,16.3607,0.958084,0.367281,1,1.15379,5c0028f40f0cbec9,duration,1,1,global_ridge,6,alpha=100.0,1992
92400,1.15552,2.30015,0.341587,16.5103,0.958084,0.362,1,1.22069,1d58c8cd1a10bfaf,duration,1,1,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1992
92400,1.37328,3.21867,0.00705988,17.7689,0.953961,0.385929,1,1.48385,216a66c622dc47c1,duration,1,2,last_observation,0,,2328
92400,3.1098,5.31716,0.0296762,47.3901,0.953961,1.01574,1,3.26706,97a02fb94d419e0b,duration,1,2,seasonal_naive_daily,0,,2328
92400,3.11538,4.95461,-0.0379095,50.5597,0.953961,1.05697,1,3.30091,5b444ca6454c51f5,duration,1,2,seasonal_naive_weekly,0,,2328
92400,1.12581,2.20565,-0.0152681,17.9118,0.953961,0.349908,1,1.21181,292ad12772ac1f53,duration,1,2,autoregressive,275,order=24,2328
92400,1.11667,2.23644,0.0363199,18.0347,0.953961,0.346419,1,1.19581,96e491e2aaa5b9fc,duration,1,2,zone_ridge,1650,median_alpha=10.0,2328
92400,1.02278,1.93124,0.0133349,17.7589,0.953961,0.329057,1,1.10526,11110a76ef8198f8,duration,1,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,1.15461,2.18292,-0.00932355,18.8862,0.953961,0.379053,1,1.22852,7e81949906394c09,duration,1,2,global_ridge,6,alpha=0.1,2328
92400,1.01754,2.01598,0.0164254,16.8562,0.953961,0.324421,1,1.09383,e776c692ccbd7723,duration,1,2,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2328
92400,0.992694,2.42545,-0.00680465,13.296,0.931948,0.283291,1,1.09549,8e2880647e01c1a9,duration,1,3,last_observation,0,,2664
92400,2.47133,3.96896,-0.0223386,39.3766,0.931948,0.825146,1,2.61186,30e8ab75e7ed44fe,duration,1,3,seasonal_naive_daily,0,,2664
92400,3.40158,5.46414,0.434793,50.197,0.931948,1.07721,1,3.59899,5575d84ecfbb260a,duration,1,3,seasonal_naive_weekly,0,,2664
92400,0.856837,1.62765,0.0358557,13.9052,0.931948,0.269814,1,0.928077,3645faa2d567fea8,duration,1,3,autoregressive,275,order=24,2664
92400,0.888194,1.59616,-0.0194691,14.2594,0.931948,0.27871,1,0.958249,ee3be22df7db8212,duration,1,3,zone_ridge,1650,median_alpha=10.0,2664
92400,0.891397,1.70284,0.0907271,14.042,0.931948,0.274409,1,0.963896,4eec20ad3fd815ea,duration,1,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,0.911724,1.66936,-0.0578113,14.938,0.931948,0.301356,1,0.97969,222e7038718a3145,duration,1,3,global_ridge,6,alpha=1000.0,2664
92400,0.826345,1.66229,0.0362806,12.5664,0.931948,0.258895,1,0.892901,a2c0c8fcaeea0a33,duration,1,3,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2664
92400,1.27404,2.80133,0.0095202,15.8518,0.948128,0.369533,1,1.37088,94a510a6e7f6794a,duration,1,4,last_observation,0,,3000
92400,2.82955,4.50759,0.147167,43.6827,0.948128,0.964005,1,2.94364,365508f605d9f5b4,duration,1,4,seasonal_naive_daily,0,,3000
92400,3.23609,5.15536,0.181122,48.6607,0.948128,1.08462,1,3.38526,f2fde644486be818,duration,1,4,seasonal_naive_weekly,0,,3000
92400,0.985491,1.73694,0.041714,15.475,0.948128,0.321878,1,1.04183,7ca3055cec47485f,duration,1,4,autoregressive,275,order=24,3000
92400,0.971004,1.65313,0.0657449,15.3205,0.948128,0.320807,1,1.02155,bbafbf689adfda93,duration,1,4,zone_ridge,1650,median_alpha=10.0,3000
92400,0.927353,1.63366,0.0972602,14.7568,0.948128,0.304137,1,0.969127,1e11a204ca0153e8,duration,1,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,1.02676,1.7519,0.00542338,16.2274,0.948128,0.348953,1,1.0818,a437c72c6eb700dc,duration,1,4,global_ridge,6,alpha=1000.0,3000
92400,0.929254,1.65597,0.120555,14.3993,0.948128,0.30661,1,0.980527,4bd01ced09953eeb,duration,1,4,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3000
92400,0.782725,1.89064,-0.00237554,12.9281,0.927597,0.219977,1,0.830885,dc05f39ca2ab134e,duration,1,5,last_observation,0,,3336
92400,2.11763,3.54075,-0.0378905,38.3278,0.927597,0.677519,1,2.19167,5fb14de5bb10016d,duration,1,5,seasonal_naive_daily,0,,3336
92400,4.47828,7.84894,1.09928,82.9413,0.927597,1.30223,1,4.72488,0ba7c4028e7994cc,duration,1,5,seasonal_naive_weekly,0,,3336
92400,0.758577,1.52476,0.14931,16.7611,0.927597,0.233565,1,0.790298,18992fc96ffe5169,duration,1,5,autoregressive,275,order=24,3336
92400,0.914845,1.96144,0.188816,18.9177,0.927597,0.269234,1,0.974095,27e3d901ce7e89a7,duration,1,5,zone_ridge,1650,median_alpha=10.0,3336
92400,0.94168,1.7985,0.307475,24,0.927597,0.291739,1,0.978964,e569378636d4e27a,duration,1,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,0.82748,1.54415,0.0661727,17.609,0.927597,0.270304,1,0.861455,b7d141ff5024835b,duration,1,5,global_ridge,6,alpha=1000.0,3336
92400,0.739823,1.55643,0.0391255,14.8364,0.927597,0.229824,1,0.778256,52508cb30db2232c,duration,1,5,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3336
92400,1.14423,2.79399,-0.000873918,15.6043,0.902868,0.315525,1,1.26357,a436514141543c66,duration,1,6,last_observation,0,,3672
92400,2.57063,4.57699,-0.00208063,44.7901,0.902868,0.826591,1,2.72432,84dbe8cfb2f0ca21,duration,1,6,seasonal_naive_daily,0,,3672
92400,3.51362,6.08728,-0.744527,63.1736,0.902868,1.13304,1,3.78245,ccf5bf8d3f8127ae,duration,1,6,seasonal_naive_weekly,0,,3672
92400,0.927112,1.85693,0.0546207,17.9167,0.902868,0.289294,1,1.00063,0905fc15ad4b8146,duration,1,6,autoregressive,275,order=24,3672
92400,0.929501,1.78232,-0.0705451,18.007,0.902868,0.292318,1,1.00434,81c9d914d4d654d5,duration,1,6,zone_ridge,1650,median_alpha=10.0,3672
92400,0.893632,1.71131,0.0743345,19.2342,0.902868,0.286927,1,0.947898,1c8c477690828c69,duration,1,6,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3672
92400,0.957364,1.84501,-0.0852657,18.0704,0.902868,0.312437,1,1.03444,474235a51ac9c3c1,duration,1,6,global_ridge,6,alpha=10.0,3672
92400,0.890164,2.169,0.0476168,15.651,0.902868,0.272968,1,0.974311,7ad94e7fc4ada0d4,duration,1,6,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3672
92400,1.1515,2.88246,-0.00114538,12.5752,0.950108,0.314576,1,1.25514,0d8cb8bf1b96a499,duration,1,7,last_observation,0,,4008
92400,2.40744,4.25073,-0.00121843,35.4686,0.950108,0.777449,1,2.53156,3fd8b632e90a164b,duration,1,7,seasonal_naive_daily,0,,4008
92400,2.53995,3.82979,-0.220694,51.1194,0.950108,0.934164,1,2.66742,fb0c6cc544ffdb53,duration,1,7,seasonal_naive_weekly,0,,4008
92400,0.890171,1.78444,0.00816846,13.492,0.950108,0.274873,1,0.959179,9f9b226d8da3588d,duration,1,7,autoregressive,275,order=24,4008
92400,0.868324,1.64104,-0.0742545,13.9453,0.950108,0.274983,1,0.933864,b6486ef9e3e6e5be,duration,1,7,zone_ridge,1650,median_alpha=1.0,4008
92400,0.797153,1.4847,-0.014135,13.2594,0.950108,0.257942,1,0.852783,b8f40b43b8b77405,duration,1,7,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,4008
92400,0.935957,1.7941,-0.0979272,15.0071,0.950108,0.311135,1,1.0026,2c0a26cbc78261fb,duration,1,7,global_ridge,6,alpha=0.1,4008
92400,0.797116,1.56814,0.0157897,11.8645,0.950108,0.253879,1,0.8566,8d6ea6f55fa8861f,duration,1,7,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,4008
92400,5.22449,10.1198,0.0041847,58.2605,0.959892,1.4166,1,5.68253,0de1bf56d1a96f44,duration,6,0,last_observation,0,,1656
92400,3.05109,5.0793,-0.00941919,44.1003,0.959892,1.04106,1,3.22392,45f21732526409d7,duration,6,0,seasonal_naive_daily,0,,1656
92400,3.23501,6.01796,-0.579554,42.8341,0.959892,1.06382,1,3.53838,db2a25f15edc08d4,duration,6,0,seasonal_naive_weekly,0,,1656
92400,2.46301,4.08622,-0.152807,35.2927,0.959892,0.813208,1,2.63223,cb4c9f68cde62c5f,duration,6,0,autoregressive,275,order=24,1656
92400,2.82303,4.75277,-0.763141,35.9615,0.959892,0.885975,1,3.09832,f1eab6115ac0d0a0,duration,6,0,zone_ridge,1650,median_alpha=100.0,1656
92400,2.41402,3.86326,-0.623208,33.1201,0.959892,0.816996,1,2.63224,d3e4ade3212667a6,duration,6,0,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1656
92400,3.6255,6.07428,-0.439697,49.3464,0.959892,1.17282,1,3.92666,309332bb35c10410,duration,6,0,global_ridge,6,alpha=0.1,1656
92400,2.37789,3.81779,-0.229295,38.0081,0.959892,0.826074,1,2.55872,eb8019a14773a932,duration,6,0,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1656
92400,5.15445,10.0004,-0.00455628,56.1803,0.958084,1.37317,1,5.5697,3c6f878f342ac173,duration,6,1,last_observation,0,,1992
92400,3.0256,4.94418,-0.00353716,43.2408,0.958084,1.01453,1,3.1485,0f90390b6f6cc828,duration,6,1,seasonal_naive_daily,0,,1992
92400,2.822,4.36944,0.0304654,42.7099,0.958084,0.992718,1,2.9546,1e93363d877e40c5,duration,6,1,seasonal_naive_weekly,0,,1992
92400,2.38284,3.87266,-0.136472,34.6558,0.958084,0.784971,1,2.50558,d476c0c9dd6e2199,duration,6,1,autoregressive,275,order=24,1992
92400,2.62439,4.26616,-0.414323,35.5715,0.958084,0.829675,1,2.82471,f0e513660270e620,duration,6,1,zone_ridge,1650,median_alpha=100.0,1992
92400,2.19866,3.43706,0.00503446,33.8237,0.958084,0.75424,1,2.31593,b9258ac36e858225,duration,6,1,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,1992
92400,3.62793,5.99656,-0.134632,52.2043,0.958084,1.17937,1,3.85335,a70211cb5bfa9d07,duration,6,1,global_ridge,6,alpha=1.0,1992
92400,2.32153,3.5238,0.360461,40.1545,0.958084,0.815743,1,2.40868,061ec2d2f0125671,duration,6,1,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,1992
92400,5.1265,10.2574,0.0157422,62.6057,0.953961,1.35216,1,5.58325,d54fdffd85c9bc28,duration,6,2,last_observation,0,,2328
92400,3.1098,5.31716,0.0296762,47.3901,0.953961,1.01574,1,3.26706,e4077adc3fdcb6be,duration,6,2,seasonal_naive_daily,0,,2328
92400,3.11538,4.95461,-0.0379095,50.5597,0.953961,1.05697,1,3.30091,419ee15c6c091e93,duration,6,2,seasonal_naive_weekly,0,,2328
92400,2.50765,4.27645,-0.142211,39.7745,0.953961,0.801911,1,2.67571,0ea457a0051390a9,duration,6,2,autoregressive,275,order=24,2328
92400,2.81293,6.09233,-0.154331,41.2226,0.953961,0.845396,1,3.01298,b0229abbf467f496,duration,6,2,zone_ridge,1650,median_alpha=100.0,2328
92400,2.31214,3.67703,-0.064332,40.2893,0.953961,0.786783,1,2.46701,d09e820c605d2ec4,duration,6,2,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2328
92400,3.65205,6.19101,-0.193262,54.2014,0.953961,1.16677,1,3.92255,49bedb0dde8d771e,duration,6,2,global_ridge,6,alpha=100.0,2328
92400,2.314,3.66413,0.0931688,42.3368,0.953961,0.791003,1,2.46191,ec1808098fd7c609,duration,6,2,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2328
92400,3.37796,6.82179,-0.0193191,42.3595,0.931948,0.929329,1,3.73986,1149aed9134b09c0,duration,6,3,last_observation,0,,2664
92400,2.47133,3.96896,-0.0223386,39.3766,0.931948,0.825146,1,2.61186,87124e5e5d38fe97,duration,6,3,seasonal_naive_daily,0,,2664
92400,3.40158,5.46414,0.434793,50.197,0.931948,1.07721,1,3.59899,991223f1d6784a57,duration,6,3,seasonal_naive_weekly,0,,2664
92400,2.02774,3.29704,0.224378,33.9686,0.931948,0.662103,1,2.1567,7bf230e7c02e476e,duration,6,3,autoregressive,275,order=24,2664
92400,2.52337,4.2606,0.307386,36.8404,0.931948,0.75616,1,2.71039,877ad673f7f8cdb2,duration,6,3,zone_ridge,1650,median_alpha=100.0,2664
92400,2.375,3.83754,0.542,38.2243,0.931948,0.75268,1,2.50057,8ddd35baa87b5b7d,duration,6,3,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,2664
92400,2.79241,4.55697,-0.007428,47.5275,0.931948,0.971493,1,2.99248,8eca7859fd23e935,duration,6,3,global_ridge,6,alpha=100.0,2664
92400,2.08604,3.36214,0.304871,33.5135,0.931948,0.675394,1,2.22254,caa94229caee97b2,duration,6,3,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,2664
92400,4.98392,9.60304,0.0565846,57.811,0.948128,1.34411,1,5.37356,934643719976f080,duration,6,4,last_observation,0,,3000
92400,2.82955,4.50759,0.147167,43.6827,0.948128,0.964005,1,2.94364,cd122ff028c031e7,duration,6,4,seasonal_naive_daily,0,,3000
92400,3.23609,5.15536,0.181122,48.6607,0.948128,1.08462,1,3.38526,c2621996165a2913,duration,6,4,seasonal_naive_weekly,0,,3000
92400,2.27043,3.61094,0.131456,36.5637,0.948128,0.759277,1,2.36635,ab597a9ab81eace3,duration,6,4,autoregressive,275,order=24,3000
92400,2.62829,4.3247,0.239063,39.1132,0.948128,0.826018,1,2.76118,97d82dbb92752d36,duration,6,4,zone_ridge,1650,median_alpha=1000.0,3000
92400,2.23818,3.57704,0.375901,36.6375,0.948128,0.755846,1,2.31823,8a401f0d4ce07807,duration,6,4,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3000
92400,3.32317,5.47922,0.0446264,50.2513,0.948128,1.09201,1,3.52103,96de9807408f81bf,duration,6,4,global_ridge,6,alpha=1000.0,3000
92400,2.20355,3.3222,0.311102,38.9156,0.948128,0.771696,1,2.29445,c87c1f1ed3bd7dfa,duration,6,4,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3000
92400,2.87946,5.93079,-0.0203896,42.7441,0.927597,0.766107,1,3.06671,a53b0d0431b46f65,duration,6,5,last_observation,0,,3336
92400,2.11763,3.54075,-0.0378905,38.3278,0.927597,0.677519,1,2.19167,65e1ea8f43cdcd66,duration,6,5,seasonal_naive_daily,0,,3336
92400,4.47828,7.84894,1.09928,82.9413,0.927597,1.30223,1,4.72488,2bf38bc2416e64e3,duration,6,5,seasonal_naive_weekly,0,,3336
92400,2.04312,3.27871,0.999604,49.2452,0.927597,0.648241,1,2.05279,745dcea6f9c490b7,duration,6,5,autoregressive,275,order=24,3336
92400,2.8003,5.75423,1.11398,58.3783,0.927597,0.80292,1,2.93127,4f66e8b3c0923dab,duration,6,5,zone_ridge,1650,median_alpha=100.0,3336
92400,2.78487,4.67725,1.62206,66.0784,0.927597,0.85747,1,2.84931,9c5bebf170f62129,duration,6,5,zone_gbm,275,max_iter=60;learning_rate=0.1;max_depth=4;min_samples_leaf=20,3336
92400,2.45998,3.87822,0.440802,58.2366,0.927597,0.865354,1,2.5453,f67d24f9d7454154,duration,6,5,global_ridge,6,alpha=10.0,3336
92400,1.90102,3.39589,0.265436,40.6316,0.927597,0.595428,1,1.99396,b1d906b4d9a0b07e,duration,6,5,global_gbm,1,max_iter=200;learning_rate=0.05;max_leaf_nodes=63,3336
92400,4.47087,9.3476,0.0050956,59.3429,0.902868,1.15379,1,4.95334,558ec17808e8e9f3,duration,6,6,last_observation,0,,3672
92400,2.57063,4.57699,-0.00208063,44.7901,0.902868,0.826591,1,2.72432,a68dd78c00767a37,duration,6,6,seasonal_naive_daily,0,,3672
92400,3.51362,6.08728,-0.744527,63.1736,0.902868,1.13304,1,3.78245,40343723c61449a6,duration,6,6,seasonal_naive_weekly,0,,3672
